algorithm,scenario_name,num_cloudlets,seed,phi_fraction,rho_tightness,makespan_sec,total_energy_j,deadline_miss_rate,avg_tardiness_sec
DGWO,Scenario_1000,1000,1000,0.6,1.2,582.4429,87376.2030,1.0000,44.0604
DQN,Scenario_500,500,1001,0.3,1.2,91.0284,13660.8598,1.0000,25.8730
DQN,Scenario_500,500,1001,0.6,1.5,129.9729,19500.2115,1.0000,26.8171
DCOA-TS,Scenario_2000,2000,1002,0.3,1.2,229.5129,34438.9388,1.0000,95.7006
DWOA,Scenario_2000,2000,1001,0.3,1.5,1277.8629,191688.8371,1.0000,86.9202
DWOA,Scenario_2000,2000,1000,0.3,1.2,1187.1557,178082.0101,1.0000,88.4336
DGWO,Scenario_1000,1000,1001,0.6,1.2,452.4071,67869.9482,1.0000,43.1028
DCOA-TS,Scenario_2000,2000,1003,0.3,1.2,224.3869,33667.8866,1.0000,97.2844
DBDE,Scenario_5000,5000,1004,0.6,1.5,1585.1200,237782.9536,1.0000,220.3380
DWOA,Scenario_5000,5000,1001,0.6,1.5,2088.4200,313275.0550,1.0000,295.0537
DGWO,Scenario_1000,1000,1002,0.6,1.2,650.9929,97660.0614,1.0000,44.1181
DCOA-TS,Scenario_2000,2000,1004,0.3,1.2,221.1712,33187.7427,1.0000,94.1706
DWOA,Scenario_2000,2000,1001,0.3,1.2,1277.8629,191688.8371,1.0000,87.2606
DWOA,Scenario_2000,2000,1002,0.3,1.5,1239.2614,185898.6897,1.0000,86.5681
DQN,Scenario_500,500,1001,0.3,1.5,180.6433,27101.5718,1.0000,31.0909
DGWO,Scenario_1000,1000,1003,0.6,1.2,562.2057,84338.2127,1.0000,43.2624
DQN,Scenario_1000,1000,1003,0.3,1.2,472.8471,70933.8692,1.0000,68.4683
DGWO,Scenario_1000,1000,1004,0.6,1.2,580.6571,87106.9118,1.0000,43.3674
DWOA,Scenario_2000,2000,1002,0.3,1.2,1239.2614,185898.6897,1.0000,86.9048
DQN,Scenario_500,500,1004,0.6,2.0,185.4514,27824.3854,1.0000,26.3298
FCFS,Scenario_500,500,1000,0.6,2.0,423.2643,63496.0739,1.0000,47.5839
FCFS,Scenario_500,500,1001,0.6,2.0,423.2643,63496.0739,1.0000,50.7302
FCFS,Scenario_500,500,1002,0.6,2.0,423.2643,63496.0739,1.0000,48.9716
FCFS,Scenario_500,500,1003,0.6,2.0,423.2643,63496.0739,1.0000,49.5776
DWOA,Scenario_2000,2000,1003,0.3,1.5,1193.9229,179097.7853,1.0000,88.0302
FCFS,Scenario_500,500,1004,0.6,2.0,423.2643,63496.0739,1.0000,46.3867
DWOA,Scenario_5000,5000,1003,0.6,2.0,1921.1971,288188.2672,1.0000,290.2994
DQN,Scenario_100,100,1001,0.6,1.2,29.3657,4408.5704,1.0000,7.9109
DBDE,Scenario_100,100,1004,0.3,2.0,33.8700,5084.8811,1.0000,1.9931
GO,Scenario_1000,1000,1000,0.6,1.2,375.6473,56353.3810,1.0000,56.5149
I-COA,Scenario_100,100,1000,0.3,2.0,48.4405,7271.8468,1.0000,3.2243
DQN,Scenario_500,500,1001,0.3,2.0,106.2646,15943.3860,1.0000,27.6171
DCOA-TS,Scenario_2000,2000,1003,0.3,2.0,212.5331,31890.3513,1.0000,97.0102
DQN,Scenario_1000,1000,1002,0.3,1.5,421.3929,63215.0039,1.0000,63.1613
I-COA,Scenario_100,100,1001,0.3,2.0,62.9729,9450.9262,1.0000,2.3233
I-COA,Scenario_100,100,1002,0.3,2.0,36.3814,5463.0292,1.0000,3.5878
I-COA,Scenario_100,100,1003,0.3,2.0,51.8545,7783.2705,1.0000,2.5479
I-COA,Scenario_100,100,1004,0.3,2.0,29.2257,4388.0784,1.0000,3.8538
DQN,Scenario_500,500,1001,0.6,1.2,164.7414,24716.2208,1.0000,29.1251
DCOA-TS,Scenario_2000,2000,1004,0.3,2.0,226.3908,33970.8192,1.0000,94.0615
DWOA,Scenario_2000,2000,1003,0.3,1.2,1193.9229,179097.7853,1.0000,88.3744
GO,Scenario_1000,1000,1001,0.6,1.2,317.9086,47692.3715,1.0000,53.7926
DQN,Scenario_500,500,1001,0.6,2.0,137.1300,20573.4632,1.0000,29.8622
I-COA,Scenario_5000,5000,1000,0.6,1.5,2825.9143,423899.7144,1.0000,377.9170
GO,Scenario_1000,1000,1002,0.6,1.2,501.3157,75204.6227,1.0000,56.9277
DWOA,Scenario_5000,5000,1002,0.6,1.5,2224.3157,333658.4505,1.0000,291.6039
GO,Scenario_5000,5000,1003,0.6,1.5,2255.1014,338276.6585,1.0000,344.5252
DWOA,Scenario_2000,2000,1004,0.3,1.2,1368.1871,205237.7957,1.0000,85.7408
DQN,Scenario_1000,1000,1001,0.3,2.0,368.8986,55339.9498,1.0000,60.6383
FCFS,Scenario_5000,5000,1000,0.6,2.0,3892.6514,583911.7217,1.0000,465.9464
GO,Scenario_1000,1000,1003,0.6,1.2,410.4857,61579.1222,1.0000,56.5727
DQN,Scenario_1000,1000,1000,0.3,1.2,383.0386,57462.4109,1.0000,60.0365
FCFS,Scenario_5000,5000,1001,0.6,2.0,3892.6514,583911.7217,1.0000,463.0481
DQN,Scenario_1000,1000,1000,0.3,1.5,359.8886,53989.7725,1.0000,60.0200
DQN,Scenario_100,100,1003,0.3,2.0,27.2000,4083.8270,1.0000,6.9174
GO,Scenario_1000,1000,1004,0.6,1.2,318.1182,47723.1388,1.0000,55.6302
FCFS,Scenario_5000,5000,1002,0.6,2.0,3892.6514,583911.7217,1.0000,472.4303
FCFS,Scenario_5000,5000,1003,0.6,2.0,3892.6514,583911.7217,1.0000,484.7564
DWOA,Scenario_5000,5000,1004,0.6,2.0,2023.2643,303501.3062,1.0000,289.1123
DWOA,Scenario_1000,1000,1000,0.6,1.2,550.1471,82530.7570,1.0000,44.9594
FCFS,Scenario_5000,5000,1004,0.6,2.0,3892.6514,583911.7217,1.0000,460.3012
DWOA,Scenario_5000,5000,1003,0.6,1.5,1921.1971,288188.2672,1.0000,290.8673
I-COA,Scenario_5000,5000,1001,0.6,1.5,20379.5906,3057007.3422,1.0000,422.6904
DQN,Scenario_100,100,1004,0.3,2.0,26.4516,3971.1760,1.0000,6.5221
FCFS,Scenario_100,100,1000,0.3,2.0,103.4914,15529.9205,1.0000,16.4034
FCFS,Scenario_100,100,1001,0.3,2.0,103.4914,15529.9205,1.0000,6.4343
FCFS,Scenario_100,100,1002,0.3,2.0,103.4914,15529.9205,1.0000,12.6597
FCFS,Scenario_100,100,1003,0.3,2.0,103.4914,15529.9205,1.0000,9.3447
FCFS,Scenario_100,100,1004,0.3,2.0,103.4914,15529.9205,1.0000,9.8996
DGWO,Scenario_100,100,1000,0.3,2.0,35.8074,5375.1088,1.0000,1.6431
DGWO,Scenario_100,100,1001,0.3,2.0,24.1200,3620.8902,1.0000,1.4611
DGWO,Scenario_100,100,1002,0.3,2.0,26.5980,3993.9194,1.0000,1.4834
DGWO,Scenario_100,100,1003,0.3,2.0,23.8995,3587.8431,1.0000,1.5572
DGWO,Scenario_100,100,1004,0.3,2.0,26.6479,4001.0186,1.0000,1.9483
GO,Scenario_100,100,1000,0.3,2.0,30.5715,4589.9004,1.0000,2.2281
DCOA-TS,Scenario_100,100,1001,0.3,2.0,17.0588,2560.9924,1.0000,5.5190
DCOA-TS,Scenario_100,100,1002,0.3,2.0,17.0515,2559.6410,1.0000,5.6076
DCOA-TS,Scenario_100,100,1003,0.3,2.0,16.2726,2443.5077,1.0000,5.7754
DCOA-TS,Scenario_100,100,1004,0.3,2.0,18.4174,2764.5272,1.0000,6.0376
DGWO,Scenario_5000,5000,1002,0.6,2.0,1780.3957,267068.8358,1.0000,273.3293
DGWO,Scenario_5000,5000,1000,0.6,2.0,1831.1943,274690.5554,1.0000,275.4616
GO,Scenario_5000,5000,1000,0.3,1.2,2683.0657,402472.2865,1.0000,325.5005
DWOA,Scenario_5000,5000,1004,0.6,1.5,2023.2643,303501.3062,1.0000,289.6792
DQN,Scenario_100,100,1000,0.3,2.0,29.1529,4377.4393,1.0000,5.6916
DQN,Scenario_500,500,1002,0.6,1.5,107.3760,16110.3424,1.0000,29.4374
DGWO,Scenario_5000,5000,1003,0.6,2.0,1673.8300,251085.8993,1.0000,275.2450
DGWO,Scenario_5000,5000,1001,0.6,2.0,1963.0143,294465.1921,1.0000,273.2345
DBDE,Scenario_5000,5000,1000,0.6,1.5,1537.6200,230658.4942,1.0000,222.7408
DQN,Scenario_500,500,1002,0.3,1.5,128.9142,19341.2288,1.0000,33.4018
DQN,Scenario_100,100,1001,0.3,2.0,26.1086,3919.2751,1.0000,6.0401
DQN,Scenario_500,500,1002,0.3,1.2,116.7267,17512.2002,1.0000,36.3684
I-COA,Scenario_1000,1000,1004,0.6,1.2,431.8329,64780.8552,1.0000,63.7541
DCOA-TS,Scenario_1000,1000,1000,0.6,1.5,115.7838,17373.0959,1.0000,49.7653
DCOA-TS,Scenario_1000,1000,1001,0.6,1.5,113.6040,17046.3080,1.0000,48.7803
DCOA-TS,Scenario_1000,1000,1002,0.6,1.5,130.9440,19648.2284,1.0000,50.9535
DCOA-TS,Scenario_1000,1000,1003,0.6,1.5,115.9389,17396.9070,1.0000,48.9639
DQN,Scenario_500,500,1002,0.3,2.0,110.8066,16624.9234,1.0000,30.1753
DCOA-TS,Scenario_5000,5000,1004,0.6,2.0,533.0885,79975.4292,1.0000,231.8570
DCOA-TS,Scenario_1000,1000,1004,0.6,1.5,114.7309,17214.0560,1.0000,49.7600
GO,Scenario_5000,5000,1001,0.3,1.2,2783.0200,417465.7010,1.0000,333.0835
DGWO,Scenario_5000,5000,1004,0.6,2.0,1946.1871,291938.1280,1.0000,270.6355
DQN,Scenario_100,100,1002,0.3,2.0,88.9643,13349.3688,1.0000,8.0772
I-COA,Scenario_100,100,1000,0.3,1.5,104.0557,15614.5207,1.0000,2.9407
I-COA,Scenario_100,100,1001,0.3,1.5,52.6973,7910.3022,1.0000,3.1311
I-COA,Scenario_100,100,1002,0.3,1.5,46.4993,6980.3619,1.0000,3.6046
I-COA,Scenario_100,100,1003,0.3,1.5,33.1706,4979.4336,1.0000,2.8770
I-COA,Scenario_100,100,1004,0.3,1.5,52.5103,7882.1684,1.0000,4.3084
DCOA-TS,Scenario_100,100,1000,0.3,2.0,18.7652,2816.5173,1.0000,5.6465
DQN,Scenario_500,500,1002,0.6,2.0,101.0256,15158.1859,1.0000,28.1401
DBDE,Scenario_1000,1000,1001,0.6,2.0,567.4314,85122.8980,1.0000,34.7916
DBDE,Scenario_1000,1000,1002,0.6,2.0,424.4657,63676.5893,1.0000,35.3680
DQN,Scenario_1000,1000,1000,0.6,2.0,362.8729,54439.1238,1.0000,55.6117
DQN,Scenario_1000,1000,1000,0.6,1.5,428.9071,64343.2082,1.0000,57.8011
DBDE,Scenario_1000,1000,1003,0.6,2.0,748.3371,112258.6125,1.0000,32.7242
DBDE,Scenario_1000,1000,1004,0.6,2.0,641.2457,96194.3347,1.0000,34.7156
I-COA,Scenario_1000,1000,1000,0.6,2.0,372.0414,55811.6288,1.0000,63.9114
I-COA,Scenario_1000,1000,1001,0.6,2.0,571.8129,85779.5244,1.0000,60.4309
I-COA,Scenario_1000,1000,1002,0.6,2.0,459.0457,68863.6706,1.0000,62.1315
DWOA,Scenario_1000,1000,1000,0.6,2.0,541.2000,81190.1037,1.0000,44.5577
DWOA,Scenario_1000,1000,1001,0.6,2.0,485.1257,72777.3419,1.0000,44.0074
GO,Scenario_5000,5000,1000,0.6,2.0,2373.6114,356053.1351,1.0000,341.1957
DWOA,Scenario_1000,1000,1002,0.6,2.0,443.3757,66514.2440,1.0000,45.2420
GO,Scenario_5000,5000,1002,0.3,1.2,2602.0186,390314.1487,1.0000,318.2701
DWOA,Scenario_1000,1000,1003,0.6,2.0,484.8543,72736.1034,1.0000,44.8594
DQN,Scenario_500,500,1002,0.6,1.2,134.2259,20138.1548,1.0000,30.7123
DWOA,Scenario_1000,1000,1004,0.6,2.0,392.3700,58864.8112,1.0000,44.5462
DBDE,Scenario_1000,1000,1000,0.6,2.0,739.0943,110873.6860,1.0000,33.6764
DCOA-TS,Scenario_1000,1000,1000,0.6,1.2,112.0638,16815.5489,1.0000,49.3215
DCOA-TS,Scenario_1000,1000,1001,0.6,1.2,115.1868,17283.5348,1.0000,49.1265
DCOA-TS,Scenario_1000,1000,1002,0.6,1.2,121.9671,18300.8455,1.0000,50.7732
DCOA-TS,Scenario_1000,1000,1003,0.6,1.2,119.1560,17878.1873,1.0000,49.3934
DCOA-TS,Scenario_1000,1000,1004,0.6,1.2,120.0459,18010.4136,1.0000,50.5715
DQN,Scenario_500,500,1003,0.3,1.2,230.0914,34519.3347,1.0000,34.9723
DQN,Scenario_1000,1000,1004,0.3,1.2,356.8786,53540.4007,1.0000,60.2778
FCFS,Scenario_1000,1000,1000,0.3,1.2,816.6371,122502.7947,1.0000,88.7667
FCFS,Scenario_1000,1000,1001,0.3,1.2,816.6371,122502.7947,1.0000,105.4074
FCFS,Scenario_1000,1000,1002,0.3,1.2,816.6371,122502.7947,1.0000,98.7931
FCFS,Scenario_1000,1000,1003,0.3,1.2,816.6371,122502.7947,1.0000,99.8372
FCFS,Scenario_1000,1000,1004,0.3,1.2,816.6371,122502.7947,1.0000,95.4343
DQN,Scenario_500,500,1003,0.6,1.5,212.1614,31829.9163,1.0000,33.2416
GO,Scenario_5000,5000,1001,0.6,2.0,2371.6357,355752.9351,1.0000,344.1917
DQN,Scenario_500,500,1003,0.3,1.5,217.8900,32688.2385,1.0000,33.1601
GO,Scenario_5000,5000,1003,0.3,1.2,3115.3029,467309.2456,1.0000,318.7325
DQN,Scenario_1000,1000,1002,0.3,2.0,524.0771,78619.0069,1.0000,63.4057
DQN,Scenario_500,500,1003,0.3,2.0,198.8943,29839.2336,1.0000,32.5715
DQN,Scenario_1000,1000,1003,0.3,1.5,568.7986,85328.2280,1.0000,70.0866
DQN,Scenario_1000,1000,1001,0.3,1.2,474.9929,71255.8978,1.0000,63.5346
DQN,Scenario_1000,1000,1001,0.3,1.5,511.4343,76723.0369,1.0000,64.1123
GO,Scenario_5000,5000,1002,0.6,2.0,2539.6629,380961.1401,1.0000,344.7384
DQN,Scenario_1000,1000,1001,0.6,1.2,280.9973,42155.4076,1.0000,56.0431
I-COA,Scenario_1000,1000,1003,0.6,1.5,349.4282,52419.7975,1.0000,63.0848
GO,Scenario_5000,5000,1004,0.3,1.2,3011.7329,451771.6413,1.0000,314.4536
I-COA,Scenario_1000,1000,1004,0.6,1.5,431.8329,64780.8552,1.0000,63.4130
DCOA-TS,Scenario_1000,1000,1000,0.6,2.0,116.7719,17520.8202,1.0000,49.6107
DCOA-TS,Scenario_1000,1000,1001,0.6,2.0,117.4494,17625.7617,1.0000,48.7785
DCOA-TS,Scenario_1000,1000,1002,0.6,2.0,120.9414,18146.9830,1.0000,49.8027
DCOA-TS,Scenario_1000,1000,1003,0.6,2.0,127.0866,19067.2415,1.0000,49.0721
DQN,Scenario_2000,2000,1000,0.6,1.5,834.9829,125256.9455,1.0000,117.0196
DQN,Scenario_500,500,1003,0.6,1.2,200.8758,30136.9607,1.0000,31.5606
FCFS,Scenario_2000,2000,1000,0.3,1.5,1598.4400,239774.0479,1.0000,198.3775
FCFS,Scenario_2000,2000,1001,0.3,1.5,1598.4400,239774.0479,1.0000,189.4443
DWOA,Scenario_2000,2000,1002,0.6,2.0,892.6100,133901.6700,1.0000,99.6648
FCFS,Scenario_2000,2000,1002,0.3,1.5,1598.4400,239774.0479,1.0000,203.6753
FCFS,Scenario_2000,2000,1003,0.3,1.5,1598.4400,239774.0479,1.0000,192.1364
FCFS,Scenario_2000,2000,1004,0.3,1.5,1598.4400,239774.0479,1.0000,198.1715
DWOA,Scenario_5000,5000,1000,0.3,1.2,2568.0671,385221.4044,1.0000,260.3905
DWOA,Scenario_2000,2000,1003,0.6,2.0,753.3000,113002.6896,1.0000,101.4619
DGWO,Scenario_2000,2000,1000,0.3,1.5,1264.6286,189704.1177,1.0000,84.0735
DQN,Scenario_500,500,1004,0.3,1.2,206.0586,30914.4769,1.0000,29.2153
FCFS,Scenario_500,500,1000,0.3,1.2,423.2643,63496.0739,1.0000,50.5409
DWOA,Scenario_2000,2000,1004,0.6,2.0,691.4671,103730.2432,1.0000,97.6926
DGWO,Scenario_2000,2000,1001,0.3,1.5,1333.1386,199979.1387,1.0000,83.1178
DQN,Scenario_500,500,1004,0.3,1.5,159.3878,23913.0727,1.0000,27.6172
FCFS,Scenario_500,500,1000,0.3,1.5,423.2643,63496.0739,1.0000,50.1966
DBDE,Scenario_2000,2000,1000,0.6,2.0,857.3300,128607.4184,1.0000,80.4181
DGWO,Scenario_2000,2000,1002,0.3,1.5,1238.8957,185842.9751,1.0000,81.0204
DBDE,Scenario_2000,2000,1001,0.6,2.0,1129.3957,169419.8743,1.0000,79.0306
DWOA,Scenario_5000,5000,1001,0.3,1.2,3074.9071,461252.0568,1.0000,271.0597
DGWO,Scenario_2000,2000,1003,0.3,1.5,1341.1486,201181.4267,1.0000,83.7724
DBDE,Scenario_2000,2000,1002,0.6,2.0,708.0186,106210.5290,1.0000,79.9365
DQN,Scenario_500,500,1004,0.3,2.0,210.1957,31534.3808,1.0000,28.0067
DBDE,Scenario_2000,2000,1003,0.6,2.0,985.5500,147843.6737,1.0000,81.3477
DGWO,Scenario_2000,2000,1004,0.3,1.5,1388.1871,208237.8732,1.0000,78.3740
FCFS,Scenario_5000,5000,1003,0.3,1.2,3892.6514,583911.7217,1.0000,477.0714
FCFS,Scenario_5000,5000,1004,0.3,1.2,3892.6514,583911.7217,1.0000,443.4463
DWOA,Scenario_5000,5000,1002,0.3,1.2,2635.1514,395284.1500,1.0000,261.0646
GO,Scenario_2000,2000,1001,0.6,2.0,800.1600,120030.8367,1.0000,120.8533
GO,Scenario_2000,2000,1000,0.3,1.5,988.6957,148311.2141,1.0000,112.3881
DQN,Scenario_1000,1000,1001,0.6,2.0,288.3179,43253.4115,1.0000,55.4170
GO,Scenario_2000,2000,1002,0.6,2.0,779.0500,116863.8442,1.0000,121.5271
DGWO,Scenario_5000,5000,1000,0.3,1.2,2535.0586,380269.3201,1.0000,246.4583
GO,Scenario_2000,2000,1001,0.3,1.5,1042.4814,156381.4249,1.0000,110.8752
DQN,Scenario_1000,1000,1001,0.6,1.5,317.5129,47634.6454,1.0000,53.8953
DWOA,Scenario_5000,5000,1003,0.3,1.2,2704.2829,405652.1057,1.0000,262.9159
GO,Scenario_2000,2000,1003,0.6,2.0,755.1929,113285.9518,1.0000,123.8201
GO,Scenario_2000,2000,1002,0.3,1.5,1148.3957,172265.9539,1.0000,114.2905
DCOA-TS,Scenario_2000,2000,1003,0.3,1.5,215.9223,32403.1313,1.0000,97.5208
DGWO,Scenario_5000,5000,1001,0.3,1.2,3041.6771,456265.2602,1.0000,254.8472
DCOA-TS,Scenario_2000,2000,1004,0.3,1.5,225.6100,33852.8123,1.0000,94.0587
DWOA,Scenario_5000,5000,1004,0.3,1.2,2988.4300,448276.5626,1.0000,257.4455
GO,Scenario_2000,2000,1004,0.6,2.0,951.3600,142711.3683,1.0000,118.3094
DWOA,Scenario_2000,2000,1000,0.6,2.0,699.8614,104987.4029,1.0000,100.3710
DQN,Scenario_1000,1000,1000,0.6,1.2,451.6814,67759.9156,1.0000,59.2408
DQN,Scenario_2000,2000,1000,0.3,1.2,870.5645,130593.6957,1.0000,128.1057
DBDE,Scenario_5000,5000,1000,0.3,1.2,3235.0914,485279.8294,1.0000,181.0985
DWOA,Scenario_2000,2000,1001,0.6,2.0,819.1871,122886.7036,1.0000,99.2037
DGWO,Scenario_5000,5000,1002,0.3,1.2,2744.6057,411705.6813,1.0000,245.3941
DCOA-TS,Scenario_5000,5000,1000,0.3,1.2,491.0649,73683.1220,1.0000,234.9788
DQN,Scenario_1000,1000,1004,0.3,1.5,356.1614,53431.2285,1.0000,55.4486
FCFS,Scenario_1000,1000,1000,0.3,1.5,816.6371,122502.7947,1.0000,88.4262
FCFS,Scenario_1000,1000,1001,0.3,1.5,816.6371,122502.7947,1.0000,105.0667
FCFS,Scenario_1000,1000,1002,0.3,1.5,816.6371,122502.7947,1.0000,98.4570
FCFS,Scenario_1000,1000,1003,0.3,1.5,816.6371,122502.7947,1.0000,99.4932
DBDE,Scenario_5000,5000,1001,0.3,1.2,3353.6986,503068.9445,1.0000,185.4086
DQN,Scenario_2000,2000,1000,0.3,2.0,980.0329,147012.4769,1.0000,134.9921
DQN,Scenario_1000,1000,1002,0.3,1.2,399.0457,59863.5308,1.0000,62.3581
DQN,Scenario_1000,1000,1003,0.3,2.0,496.6257,74500.7903,1.0000,72.4376
DGWO,Scenario_5000,5000,1003,0.3,1.2,2870.2371,430546.4056,1.0000,250.3756
DCOA-TS,Scenario_5000,5000,1001,0.3,1.2,517.7423,77679.4298,1.0000,240.0293
DBDE,Scenario_5000,5000,1002,0.3,1.2,3379.8614,506993.2022,1.0000,181.2669
DCOA-TS,Scenario_2000,2000,1002,0.6,1.2,214.1674,32131.3544,1.0000,95.3243
DQN,Scenario_1000,1000,1002,0.6,1.2,450.0443,67513.1380,1.0000,60.1758
DCOA-TS,Scenario_2000,2000,1003,0.6,1.2,227.7446,34168.8984,1.0000,98.3055
DCOA-TS,Scenario_2000,2000,1004,0.6,1.2,236.3023,35451.1399,1.0000,97.6804
DGWO,Scenario_5000,5000,1004,0.3,1.2,3121.6500,468259.6509,1.0000,240.1993
DCOA-TS,Scenario_5000,5000,1002,0.3,1.2,489.9854,73522.1320,1.0000,231.1394
I-COA,Scenario_5000,5000,1004,0.3,1.2,3197.6600,479662.0872,1.0000,350.8575
DCOA-TS,Scenario_5000,5000,1003,0.3,1.2,506.5477,75996.9889,1.0000,233.6248
DCOA-TS,Scenario_5000,5000,1000,0.3,1.5,492.5969,73921.1705,1.0000,234.7870
DCOA-TS,Scenario_5000,5000,1004,0.3,1.2,508.2266,76250.6351,1.0000,230.8161
DCOA-TS,Scenario_5000,5000,1001,0.3,1.5,511.3523,76720.1061,1.0000,238.6733
DCOA-TS,Scenario_5000,5000,1002,0.3,1.5,499.8354,74991.3079,1.0000,230.7415
DCOA-TS,Scenario_5000,5000,1003,0.3,1.5,538.8908,80846.1771,1.0000,233.8486
DQN,Scenario_1000,1000,1002,0.6,2.0,398.7514,59820.0721,1.0000,55.9511
DCOA-TS,Scenario_5000,5000,1004,0.3,1.5,506.1900,75950.0964,1.0000,230.7546
DQN,Scenario_1000,1000,1002,0.6,1.5,448.8986,67342.4038,1.0000,58.5567
DQN,Scenario_1000,1000,1004,0.3,2.0,327.8962,49190.8949,1.0000,58.6364
FCFS,Scenario_1000,1000,1000,0.3,2.0,816.6371,122502.7947,1.0000,87.8586
FCFS,Scenario_1000,1000,1001,0.3,2.0,816.6371,122502.7947,1.0000,104.4988
FCFS,Scenario_1000,1000,1002,0.3,2.0,816.6371,122502.7947,1.0000,97.8970
DQN,Scenario_1000,1000,1003,0.6,1.2,455.0729,68268.8444,1.0000,60.1534
DQN,Scenario_2000,2000,1001,0.6,1.5,943.7400,141570.0059,1.0000,109.6484
DQN,Scenario_1000,1000,1003,0.6,2.0,443.8471,66584.4562,1.0000,63.1654
DQN,Scenario_5000,5000,1000,0.6,1.2,1510.0086,226514.9143,1.0000,248.4435
DQN,Scenario_1000,1000,1003,0.6,1.5,444.8471,66736.3675,1.0000,58.9957
DQN,Scenario_2000,2000,1000,0.3,1.5,957.8829,143692.9669,1.0000,127.1746
DQN,Scenario_2000,2000,1001,0.3,2.0,932.8229,139932.4713,1.0000,114.2064
DQN,Scenario_5000,5000,1000,0.6,1.5,1509.4900,226438.6844,1.0000,248.4309
DQN,Scenario_2000,2000,1001,0.3,1.2,919.2514,137897.5077,1.0000,115.9718
DQN,Scenario_1000,1000,1004,0.6,1.2,283.1675,42483.4814,1.0000,55.0970
FCFS,Scenario_1000,1000,1000,0.6,1.2,816.6371,122502.7947,1.0000,93.6929
FCFS,Scenario_1000,1000,1001,0.6,1.2,816.6371,122502.7947,1.0000,99.2424
FCFS,Scenario_1000,1000,1002,0.6,1.2,816.6371,122502.7947,1.0000,102.0898
DBDE,Scenario_2000,2000,1004,0.6,2.0,857.0914,128572.5019,1.0000,76.9687
I-COA,Scenario_2000,2000,1000,0.6,2.0,998.7743,149822.8446,1.0000,139.2125
I-COA,Scenario_2000,2000,1001,0.6,2.0,984.7057,147713.2454,1.0000,136.4444
DQN,Scenario_2000,2000,1000,0.6,1.2,768.0571,115217.3117,1.0000,114.0440
I-COA,Scenario_2000,2000,1002,0.6,2.0,1070.5500,160590.2349,1.0000,137.2535
I-COA,Scenario_2000,2000,1003,0.6,2.0,1004.3100,150655.2197,1.0000,136.8260
I-COA,Scenario_2000,2000,1004,0.6,2.0,1009.0943,151371.2471,1.0000,135.4429
I-COA,Scenario_2000,2000,1002,0.3,1.2,982.5829,147394.9339,1.0000,127.2602
I-COA,Scenario_2000,2000,1003,0.3,1.2,1083.1657,162483.8589,1.0000,131.3657
DQN,Scenario_1000,1000,1004,0.6,2.0,335.3243,50305.0412,1.0000,55.4672
FCFS,Scenario_1000,1000,1000,0.6,2.0,816.6371,122502.7947,1.0000,92.7841
I-COA,Scenario_2000,2000,1004,0.3,1.2,1041.5300,156237.1094,1.0000,125.4807
FCFS,Scenario_5000,5000,1002,0.3,2.0,3892.6514,583911.7217,1.0000,464.8670
DCOA-TS,Scenario_2000,2000,1000,0.3,1.5,211.2448,31697.0455,1.0000,98.5472
DCOA-TS,Scenario_2000,2000,1001,0.3,1.5,218.3524,32762.2254,1.0000,96.6600
FCFS,Scenario_5000,5000,1003,0.3,2.0,3892.6514,583911.7217,1.0000,476.1551
DCOA-TS,Scenario_2000,2000,1002,0.3,1.5,228.2769,34252.8853,1.0000,95.2912
FCFS,Scenario_5000,5000,1004,0.3,2.0,3892.6514,583911.7217,1.0000,442.5329
DBDE,Scenario_5000,5000,1001,0.6,1.2,1601.6814,240268.3315,1.0000,227.0848
DGWO,Scenario_5000,5000,1000,0.3,2.0,2535.0586,380269.3201,1.0000,245.5402
DBDE,Scenario_5000,5000,1002,0.6,1.2,1468.1514,220235.3094,1.0000,224.4796
DGWO,Scenario_5000,5000,1001,0.3,2.0,3041.6771,456265.2602,1.0000,253.9505
DQN,Scenario_1000,1000,1004,0.6,1.5,278.2114,41737.7728,1.0000,55.7954
FCFS,Scenario_1000,1000,1000,0.6,1.5,816.6371,122502.7947,1.0000,93.3521
FCFS,Scenario_1000,1000,1001,0.6,1.5,816.6371,122502.7947,1.0000,98.9039
DBDE,Scenario_5000,5000,1003,0.6,1.2,1425.5057,213839.0150,1.0000,225.1562
DGWO,Scenario_5000,5000,1002,0.3,2.0,2744.6057,411705.6813,1.0000,244.4938
DBDE,Scenario_5000,5000,1004,0.6,1.2,1705.6943,255868.3593,1.0000,223.2794
DQN,Scenario_2000,2000,1003,0.6,2.0,870.3957,130564.1019,1.0000,181.2019
DGWO,Scenario_5000,5000,1003,0.3,2.0,2870.2371,430546.4056,1.0000,249.4593
I-COA,Scenario_5000,5000,1000,0.6,1.2,2825.9143,423899.7144,1.0000,378.2581
I-COA,Scenario_5000,5000,1001,0.6,1.2,20379.5906,3057007.3422,1.0000,423.0297
DQN,Scenario_5000,5000,1000,0.6,2.0,1510.0086,226520.4950,1.0000,249.4836
DQN,Scenario_2000,2000,1002,0.6,1.5,712.0357,106815.4007,1.0000,104.6584
I-COA,Scenario_5000,5000,1002,0.6,1.2,2832.0243,424816.4524,1.0000,378.3203
DWOA,Scenario_2000,2000,1003,0.6,1.2,753.3000,113002.6896,1.0000,102.3656
DWOA,Scenario_2000,2000,1004,0.6,1.2,691.4671,103730.2432,1.0000,98.5963
