algorithm,scenario_name,num_cloudlets,seed,population,iterations,episodes,w_energy,w_makespan,w_violation,makespan_sec,makespan_ms,total_energy_j,avg_waiting_sec,avg_waiting_ms,finished_cloudlets,mapping_time_ms,peak_memory_mb,deadline_miss_rate,avg_tardiness_sec,unit_note
DTSO-TS,Scenario_2000,2000,1003,200,100,0,0.20,0.70,0.10,329.1300,329130.0000,49373.5627,98.6575,98657.5296,2000,765,3436,1.0000,102.5274,ms and sec explicitly named
SJF,Scenario_2000,2000,1012,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,1,1.0000,164.2762,ms and sec explicitly named
SJF,Scenario_2000,2000,1013,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,0,0,1.0000,163.4204,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1017,200,100,0,0.20,0.70,0.10,495.8775,495877.5045,74397.2438,230.6611,230661.0769,5000,5215,0,1.0000,234.6736,ms and sec explicitly named
SJF,Scenario_2000,2000,1014,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,1,1.0000,157.6328,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1004,200,100,0,0.20,0.70,0.10,275.7838,275783.8462,41370.3108,98.3468,98346.7696,2000,868,0,1.0000,99.2819,ms and sec explicitly named
RoundRobin,Scenario_2000,2000,1026,0,0,0,0.20,0.70,0.10,1396.5057,1396505.7143,209484.4558,176.1992,176199.1639,2000,0,1,1.0000,180.4526,ms and sec explicitly named
RoundRobin,Scenario_2000,2000,1027,0,0,0,0.20,0.70,0.10,1396.5057,1396505.7143,209484.4558,176.1992,176199.1639,2000,0,0,1.0000,174.7897,ms and sec explicitly named
RoundRobin,Scenario_2000,2000,1028,0,0,0,0.20,0.70,0.10,1396.5057,1396505.7143,209484.4558,176.1992,176199.1639,2000,1,4,1.0000,181.3627,ms and sec explicitly named
GO,Scenario_1000,1000,1007,200,100,0,0.20,0.70,0.10,425.3300,425330.0000,63806.5007,58.9187,58918.7428,1000,2503,2460,1.0000,53.9073,ms and sec explicitly named
RoundRobin,Scenario_2000,2000,1029,0,0,0,0.20,0.70,0.10,1396.5057,1396505.7143,209484.4558,176.1992,176199.1639,2000,0,1,1.0000,181.8633,ms and sec explicitly named
SJF,Scenario_2000,2000,1000,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,6,1.0000,155.0151,ms and sec explicitly named
SJF,Scenario_2000,2000,1001,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,10,1.0000,155.4766,ms and sec explicitly named
DGWO,Scenario_2000,2000,1009,200,100,0,0.20,0.70,0.10,726.8600,726860.0000,109037.9114,111.7231,111723.0730,2000,3946,397,1.0000,96.7711,ms and sec explicitly named
SJF,Scenario_2000,2000,1002,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,8,1.0000,157.9073,ms and sec explicitly named
SJF,Scenario_2000,2000,1003,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,0,1.0000,159.5869,ms and sec explicitly named
SJF,Scenario_2000,2000,1004,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,1,1.0000,162.6001,ms and sec explicitly named
DGWO,Scenario_5000,5000,1026,200,100,0,0.20,0.70,0.10,1901.6714,1901671.4286,285260.9385,298.6695,298669.5489,5000,10454,0,1.0000,274.8249,ms and sec explicitly named
GO,Scenario_5000,5000,1026,200,100,0,0.20,0.70,0.10,2565.2143,2565214.2857,384794.7657,360.1866,360186.5933,5000,21395,0,1.0000,344.0986,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1027,200,100,0,0.20,0.70,0.10,495.2491,495249.1429,74298.7112,230.7471,230747.1185,5000,5561,0,1.0000,235.1348,ms and sec explicitly named
DGWO,Scenario_2000,2000,1010,200,100,0,0.20,0.70,0.10,799.3029,799302.8571,119904.0319,115.3780,115378.0018,2000,3939,597,1.0000,96.6142,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1006,200,100,0,0.20,0.70,0.10,520.8726,520872.5714,78142.1924,232.9425,232942.4877,5000,7666,0,1.0000,237.2514,ms and sec explicitly named
DGWO,Scenario_5000,5000,1012,200,100,0,0.20,0.70,0.10,1924.7586,1924758.5714,288726.4447,300.2600,300260.0464,5000,13207,0,1.0000,276.0416,ms and sec explicitly named
DWOA,Scenario_5000,5000,1017,200,100,0,0.20,0.70,0.10,1962.4529,1962452.8571,294378.0790,314.0748,314074.7924,5000,13550,0,1.0000,290.1113,ms and sec explicitly named
DGWO,Scenario_2000,2000,1011,200,100,0,0.20,0.70,0.10,699.4571,699457.1429,104926.6569,105.9660,105966.0090,2000,4832,2782,1.0000,94.1674,ms and sec explicitly named
I-COA,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,2753.7257,2753725.7143,413069.4979,389.9965,389996.5375,5000,14079,715,1.0000,379.9755,ms and sec explicitly named
GO,Scenario_5000,5000,1000,200,100,0,0.20,0.70,0.10,2373.6114,2373611.4286,356053.1351,358.8435,358843.5417,5000,18529,0,1.0000,341.7642,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1028,200,100,0,0.20,0.70,0.10,507.2077,507207.7143,76095.1002,231.1751,231175.0816,5000,5773,0,1.0000,237.9762,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1007,200,100,0,0.20,0.70,0.10,512.3289,512328.8571,76859.3540,231.1973,231197.2688,5000,7185,3350,1.0000,235.2621,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1029,200,100,0,0.20,0.70,0.10,514.4074,514407.4286,77179.1874,231.5090,231509.0164,5000,5172,2622,1.0000,237.8493,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1018,200,100,0,0.20,0.70,0.10,501.5292,501529.2308,75240.7468,231.0556,231055.6405,5000,5620,0,1.0000,230.7532,ms and sec explicitly named
DGWO,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,1967.3471,1967347.1429,295112.8279,300.1373,300137.2678,5000,12650,0,1.0000,278.1018,ms and sec explicitly named
DQN,Scenario_500,500,1002,0,0,200,0.20,0.70,0.10,107.3760,107375.9596,16110.3424,25.9944,25994.4326,500,48669,0,1.0000,29.4374,ms and sec explicitly named
DWOA,Scenario_5000,5000,1018,200,100,0,0.20,0.70,0.10,2022.3029,2022302.8571,303355.8761,319.2255,319225.5198,5000,13054,1434,1.0000,285.3640,ms and sec explicitly named
I-COA,Scenario_5000,5000,1016,200,100,0,0.20,0.70,0.10,2786.9714,2786971.4286,418057.1144,390.1409,390140.9250,5000,13310,1868,1.0000,377.0347,ms and sec explicitly named
GO,Scenario_5000,5000,1027,200,100,0,0.20,0.70,0.10,2402.6214,2402621.4286,360403.1711,359.0092,359009.1706,5000,19738,3517,1.0000,342.6640,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1019,200,100,0,0.20,0.70,0.10,510.9306,510930.5714,76661.4782,230.5260,230525.9554,5000,4965,0,1.0000,233.4760,ms and sec explicitly named
GO,Scenario_5000,5000,1016,200,100,0,0.20,0.70,0.10,2637.9671,2637967.1429,395706.6265,366.4661,366466.0728,5000,18965,7288,1.0000,349.4794,ms and sec explicitly named
GO,Scenario_5000,5000,1001,200,100,0,0.20,0.70,0.10,2371.6357,2371635.7143,355752.9351,351.7222,351722.2118,5000,20358,4316,1.0000,344.7573,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1020,200,100,0,0.20,0.70,0.10,526.8460,526846.0000,79048.2965,231.6877,231687.7299,5000,4944,1782,1.0000,235.9867,ms and sec explicitly named
DQN,Scenario_500,500,1027,0,0,200,0.20,0.70,0.10,170.6629,170662.8571,25604.6065,27.5444,27544.3765,500,54394,0,1.0000,30.1481,ms and sec explicitly named
DQN,Scenario_500,500,1017,0,0,200,0.20,0.70,0.10,198.3386,198338.5714,29756.4957,27.4095,27409.5053,500,57792,4589,1.0000,29.7630,ms and sec explicitly named
DGWO,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,1800.5486,1800548.5714,270092.1274,297.5299,297529.9097,5000,13873,4313,1.0000,274.8058,ms and sec explicitly named
DWOA,Scenario_5000,5000,1019,200,100,0,0.20,0.70,0.10,1743.1871,1743187.1429,261485.8796,313.9995,313999.5154,5000,11681,4309,1.0000,290.9307,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1021,200,100,0,0.20,0.70,0.10,496.7419,496741.9231,74529.2797,230.7902,230790.1763,5000,5377,4727,1.0000,233.9581,ms and sec explicitly named
DQN,Scenario_500,500,1007,0,0,200,0.20,0.70,0.10,205.5843,205584.2857,30842.8500,28.6807,28680.6899,500,53879,0,1.0000,31.4097,ms and sec explicitly named
I-COA,Scenario_5000,5000,1017,200,100,0,0.20,0.70,0.10,2787.5386,2787538.5714,418142.5766,379.3580,379357.9602,5000,14987,0,1.0000,374.2177,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1022,200,100,0,0.20,0.70,0.10,505.8339,505833.8914,75887.5208,231.0356,231035.6086,5000,5187,3069,1.0000,235.8395,ms and sec explicitly named
GO,Scenario_5000,5000,1028,200,100,0,0.20,0.70,0.10,2239.1229,2239122.8571,335877.9955,352.2728,352272.7968,5000,21972,1899,1.0000,344.6436,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,523.9191,523919.1429,78604.0199,231.0805,231080.4698,5000,4964,2817,1.0000,233.7310,ms and sec explicitly named
DGWO,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,1909.1657,1909165.7143,286386.3471,295.2033,295203.3147,5000,13421,2366,1.0000,270.6017,ms and sec explicitly named
GO,Scenario_5000,5000,1002,200,100,0,0.20,0.70,0.10,2539.6629,2539662.8571,380961.1401,362.1784,362178.4431,5000,19101,926,1.0000,345.3072,ms and sec explicitly named
GO,Scenario_5000,5000,1017,200,100,0,0.20,0.70,0.10,2741.3086,2741308.5714,411206.1979,365.7574,365757.4375,5000,21838,4144,1.0000,343.2688,ms and sec explicitly named
DWOA,Scenario_5000,5000,1020,200,100,0,0.20,0.70,0.10,1784.4343,1784434.2857,267677.9607,310.1949,310194.8790,5000,15747,0,1.0000,289.4092,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,512.6466,512646.5714,76913.1622,231.2795,231279.5361,5000,4937,0,1.0000,236.9550,ms and sec explicitly named
I-COA,Scenario_5000,5000,1018,200,100,0,0.20,0.70,0.10,2553.2700,2553270.0000,383000.1537,383.8686,383868.6466,5000,15687,0,1.0000,369.7446,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1025,200,100,0,0.20,0.70,0.10,512.3131,512313.1429,76856.5722,232.9886,232988.5739,5000,4901,4362,1.0000,236.4192,ms and sec explicitly named
DGWO,Scenario_5000,5000,1016,200,100,0,0.20,0.70,0.10,2024.7000,2024700.0000,303714.5537,304.7863,304786.3061,5000,10676,5054,1.0000,277.1904,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1026,200,100,0,0.20,0.70,0.10,509.2163,509216.2527,76403.5160,230.6649,230664.8940,5000,5700,1647,1.0000,234.0040,ms and sec explicitly named
DWOA,Scenario_5000,5000,1021,200,100,0,0.20,0.70,0.10,1930.7486,1930748.5714,289622.5439,306.1970,306196.9696,5000,13671,3730,1.0000,290.8844,ms and sec explicitly named
DQN,Scenario_500,500,1003,0,0,200,0.20,0.70,0.10,212.1614,212161.4286,31829.9163,29.8888,29888.7779,500,49913,2666,1.0000,33.2416,ms and sec explicitly named
GO,Scenario_5000,5000,1029,200,100,0,0.20,0.70,0.10,2384.6886,2384688.5714,357713.8965,360.0034,360003.4059,5000,21201,0,1.0000,347.9417,ms and sec explicitly named
GO,Scenario_5000,5000,1003,200,100,0,0.20,0.70,0.10,2255.1014,2255101.4286,338276.6585,357.4548,357454.8191,5000,18449,1989,1.0000,344.5252,ms and sec explicitly named
I-COA,Scenario_5000,5000,1019,200,100,0,0.20,0.70,0.10,2755.8129,2755812.8571,413382.2726,387.2417,387241.7271,5000,14604,0,1.0000,379.9396,ms and sec explicitly named
GO,Scenario_5000,5000,1018,200,100,0,0.20,0.70,0.10,2618.8371,2618837.1429,392836.6129,353.7008,353700.7901,5000,22847,0,1.0000,332.1689,ms and sec explicitly named
DWOA,Scenario_5000,5000,1000,200,100,0,0.20,0.70,0.10,1720.1029,1720102.8571,258022.3199,307.5626,307562.5921,5000,11803,0,1.0000,290.0465,ms and sec explicitly named
DQN,Scenario_500,500,1018,0,0,200,0.20,0.70,0.10,112.1260,112125.9740,16824.1457,23.3894,23389.4203,500,50065,0,1.0000,26.5323,ms and sec explicitly named
DQN,Scenario_500,500,1028,0,0,200,0.20,0.70,0.10,125.3678,125367.7778,18808.7014,28.8280,28827.9587,500,51551,0,1.0000,33.3098,ms and sec explicitly named
DWOA,Scenario_5000,5000,1022,200,100,0,0.20,0.70,0.10,1836.3657,1836365.7143,275463.8416,311.5901,311590.0686,5000,15794,258,1.0000,290.8588,ms and sec explicitly named
I-COA,Scenario_5000,5000,1020,200,100,0,0.20,0.70,0.10,2862.4500,2862450.0000,429378.5835,386.7134,386713.3718,5000,12341,0,1.0000,379.3788,ms and sec explicitly named
DQN,Scenario_500,500,1008,0,0,200,0.20,0.70,0.10,156.7664,156766.3636,23520.8967,27.0081,27008.0533,500,53579,4642,1.0000,29.9445,ms and sec explicitly named
DQN,Scenario_1000,1000,1019,0,0,200,0.20,0.70,0.10,360.6357,360635.7143,54102.8635,50.7208,50720.7532,1000,96587,2155,1.0000,52.3605,ms and sec explicitly named
GO,Scenario_5000,5000,1004,200,100,0,0.20,0.70,0.10,2609.4657,2609465.7143,391431.7599,365.0452,365045.2435,5000,22596,0,1.0000,342.8175,ms and sec explicitly named
DWOA,Scenario_5000,5000,1001,200,100,0,0.20,0.70,0.10,2088.4200,2088420.0000,313275.0550,319.2353,319235.3069,5000,11829,0,1.0000,295.0537,ms and sec explicitly named
GO,Scenario_5000,5000,1019,200,100,0,0.20,0.70,0.10,2164.3171,2164317.1429,324657.0918,353.3383,353338.2626,5000,20782,78,1.0000,340.7946,ms and sec explicitly named
DQN,Scenario_2000,2000,1003,0,0,200,0.20,0.70,0.10,890.9971,890997.1429,133658.2084,105.8650,105865.0391,2000,221938,1816,1.0000,109.4209,ms and sec explicitly named
I-COA,Scenario_5000,5000,1021,200,100,0,0.20,0.70,0.10,2785.4543,2785454.2857,417827.5622,385.1151,385115.1063,5000,10285,508,1.0000,376.4138,ms and sec explicitly named
DWOA,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,2010.3243,2010324.2857,301560.4473,312.6535,312653.4641,5000,13680,0,1.0000,286.5255,ms and sec explicitly named
DWOA,Scenario_5000,5000,1002,200,100,0,0.20,0.70,0.10,2224.3157,2224315.7143,333658.4505,318.1129,318112.8807,5000,11560,0,1.0000,291.6039,ms and sec explicitly named
I-COA,Scenario_5000,5000,1022,200,100,0,0.20,0.70,0.10,2731.1300,2731130.0000,409681.6348,391.3520,391352.0180,5000,10331,0,1.0000,379.7331,ms and sec explicitly named
DWOA,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,1866.8414,1866841.4286,280038.6080,310.0550,310054.9663,5000,16076,6524,1.0000,291.8824,ms and sec explicitly named
DQN,Scenario_500,500,1004,0,0,200,0.20,0.70,0.10,171.3086,171308.5714,25701.4620,27.1201,27120.1180,500,49040,2274,1.0000,28.4828,ms and sec explicitly named
GO,Scenario_5000,5000,1005,200,100,0,0.20,0.70,0.10,2496.6471,2496647.1429,374508.5598,362.5072,362507.2264,5000,22581,1771,1.0000,348.7387,ms and sec explicitly named
GO,Scenario_5000,5000,1020,200,100,0,0.20,0.70,0.10,2281.0386,2281038.5714,342165.2608,353.6031,353603.0503,5000,21595,0,1.0000,340.6633,ms and sec explicitly named
I-COA,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,2659.7143,2659714.2857,398966.5508,384.2364,384236.4475,5000,10470,1700,1.0000,373.3063,ms and sec explicitly named
DWOA,Scenario_5000,5000,1003,200,100,0,0.20,0.70,0.10,1921.1971,1921197.1429,288188.2672,311.8752,311875.1952,5000,13072,0,1.0000,290.8673,ms and sec explicitly named
DQN,Scenario_500,500,1029,0,0,200,0.20,0.70,0.10,123.4871,123487.1429,18527.9077,26.6058,26605.8137,500,49340,6557,1.0000,28.7606,ms and sec explicitly named
DQN,Scenario_500,500,1019,0,0,200,0.20,0.70,0.10,174.8814,174881.4286,26237.5301,27.5743,27574.2658,500,50608,0,1.0000,28.8508,ms and sec explicitly named
I-COA,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,2791.3957,2791395.7143,418718.8388,386.6604,386660.4161,5000,10514,3691,1.0000,384.9110,ms and sec explicitly named
DGWO,Scenario_500,500,1000,200,100,0,0.20,0.70,0.10,435.4400,435440.0000,65324.4015,37.9806,37980.6049,500,1555,0,1.0000,18.3857,ms and sec explicitly named
DGWO,Scenario_500,500,1001,200,100,0,0.20,0.70,0.10,279.7500,279750.0000,41969.7176,32.0045,32004.5148,500,1048,0,1.0000,18.4313,ms and sec explicitly named
DGWO,Scenario_500,500,1002,200,100,0,0.20,0.70,0.10,445.8629,445862.8571,66887.8361,37.4967,37496.6829,500,971,3184,1.0000,18.9702,ms and sec explicitly named
DGWO,Scenario_500,500,1003,200,100,0,0.20,0.70,0.10,419.6271,419627.1429,62952.2766,39.0330,39033.0082,500,1388,0,1.0000,18.3997,ms and sec explicitly named
GO,Scenario_5000,5000,1006,200,100,0,0.20,0.70,0.10,2489.0657,2489065.7143,373370.7741,362.3304,362330.3737,5000,18865,0,1.0000,348.9997,ms and sec explicitly named
DWOA,Scenario_5000,5000,1025,200,100,0,0.20,0.70,0.10,1925.9757,1925975.7143,288907.0218,316.4905,316490.5035,5000,18893,0,1.0000,291.4315,ms and sec explicitly named
DGWO,Scenario_500,500,1004,200,100,0,0.20,0.70,0.10,293.0586,293058.5714,43965.6773,32.2040,32203.9752,500,1477,0,1.0000,18.5673,ms and sec explicitly named
DWOA,Scenario_5000,5000,1004,200,100,0,0.20,0.70,0.10,2023.2643,2023264.2857,303501.3062,315.8621,315862.0835,5000,14075,2081,1.0000,289.6792,ms and sec explicitly named
DQN,Scenario_500,500,1009,0,0,200,0.20,0.70,0.10,246.3029,246302.8571,36952.1379,28.4910,28491.0289,500,51008,0,1.0000,31.2771,ms and sec explicitly named
I-COA,Scenario_5000,5000,1025,200,100,0,0.20,0.70,0.10,2690.6071,2690607.1429,403602.0976,379.0014,379001.4094,5000,10325,0,1.0000,370.8512,ms and sec explicitly named
DBDE,Scenario_5000,5000,1006,200,100,0,0.20,0.70,0.10,1429.5386,1429538.5714,214440.7232,251.9722,251972.2268,5000,8012,3711,1.0000,225.0878,ms and sec explicitly named
GO,Scenario_5000,5000,1021,200,100,0,0.20,0.70,0.10,2511.4600,2511460.0000,376730.1275,355.3278,355327.7783,5000,27497,0,1.0000,342.3685,ms and sec explicitly named
DBDE,Scenario_5000,5000,1016,200,100,0,0.20,0.70,0.10,1310.5557,1310555.7143,196594.4800,251.4165,251416.5027,5000,11512,1356,1.0000,225.0887,ms and sec explicitly named
DWOA,Scenario_5000,5000,1005,200,100,0,0.20,0.70,0.10,2002.7843,2002784.2857,300428.5578,315.0998,315099.7795,5000,13967,2149,1.0000,293.6840,ms and sec explicitly named
I-COA,Scenario_5000,5000,1026,200,100,0,0.20,0.70,0.10,2870.7986,2870798.5714,430632.4389,388.3805,388380.4863,5000,10226,7028,1.0000,377.4071,ms and sec explicitly named
DBDE,Scenario_5000,5000,1007,200,100,0,0.20,0.70,0.10,1501.7971,1501797.1429,225281.4619,254.4315,254431.4502,5000,8064,0,1.0000,225.7622,ms and sec explicitly named
DQN,Scenario_1000,1000,1009,0,0,200,0.20,0.70,0.10,379.6100,379610.0000,56948.5837,51.1558,51155.7796,1000,97801,2754,1.0000,54.9841,ms and sec explicitly named
DBDE,Scenario_5000,5000,1017,200,100,0,0.20,0.70,0.10,1277.8957,1277895.7143,191698.4063,250.0539,250053.8609,5000,11094,2599,1.0000,225.3084,ms and sec explicitly named
DBDE,Scenario_5000,5000,1008,200,100,0,0.20,0.70,0.10,1672.3100,1672310.0000,250862.0346,252.8899,252889.8773,5000,8530,0,1.0000,226.8891,ms and sec explicitly named
DWOA,Scenario_5000,5000,1006,200,100,0,0.20,0.70,0.10,1875.4629,1875462.8571,281329.1454,307.6608,307660.7916,5000,10859,1305,1.0000,288.8413,ms and sec explicitly named
I-COA,Scenario_5000,5000,1027,200,100,0,0.20,0.70,0.10,2998.8657,2998865.7143,449841.3587,389.9560,389956.0310,5000,10491,0,1.0000,379.5664,ms and sec explicitly named
DBDE,Scenario_5000,5000,1018,200,100,0,0.20,0.70,0.10,1734.3800,1734380.0000,260172.0095,259.7222,259722.1823,5000,9597,0,1.0000,221.9147,ms and sec explicitly named
GO,Scenario_5000,5000,1022,200,100,0,0.20,0.70,0.10,2441.1943,2441194.2857,366189.6806,355.1694,355169.3519,5000,23807,1692,1.0000,344.4312,ms and sec explicitly named
DBDE,Scenario_5000,5000,1009,200,100,0,0.20,0.70,0.10,1432.2129,1432212.8571,214845.9516,252.3176,252317.5512,5000,9590,3731,1.0000,229.2431,ms and sec explicitly named
DWOA,Scenario_5000,5000,1007,200,100,0,0.20,0.70,0.10,1829.6943,1829694.2857,274462.9782,309.6854,309685.3820,5000,11715,3128,1.0000,289.6532,ms and sec explicitly named
I-COA,Scenario_5000,5000,1028,200,100,0,0.20,0.70,0.10,2705.6100,2705610.0000,405854.9142,390.7945,390794.4629,5000,10191,5183,1.0000,379.4757,ms and sec explicitly named
DQN,Scenario_500,500,1020,0,0,200,0.20,0.70,0.10,166.4857,166485.7143,24979.6401,24.6808,24680.7646,500,49834,2798,1.0000,27.9389,ms and sec explicitly named
DBDE,Scenario_5000,5000,1010,200,100,0,0.20,0.70,0.10,1718.8700,1718870.0000,257843.9993,259.5249,259524.8928,5000,7600,3721,1.0000,224.1166,ms and sec explicitly named
DBDE,Scenario_5000,5000,1019,200,100,0,0.20,0.70,0.10,1366.0443,1366044.2857,204918.9373,249.6765,249676.5255,5000,10416,6217,1.0000,226.8023,ms and sec explicitly named
DQN,Scenario_1000,1000,1020,0,0,200,0.20,0.70,0.10,458.2143,458214.2857,68741.0222,55.2541,55254.1359,1000,94723,8045,1.0000,57.4522,ms and sec explicitly named
I-COA,Scenario_5000,5000,1029,200,100,0,0.20,0.70,0.10,2834.8129,2834812.8571,425232.6396,384.9919,384991.9060,5000,10155,0,1.0000,382.4373,ms and sec explicitly named
DWOA,Scenario_5000,5000,1008,200,100,0,0.20,0.70,0.10,1946.6157,1946615.7143,292004.9340,308.5909,308590.9448,5000,11555,3012,1.0000,288.9732,ms and sec explicitly named
DQN,Scenario_2000,2000,1013,0,0,200,0.20,0.70,0.10,524.6614,524661.4286,78707.3294,97.3256,97325.6382,2000,225040,0,1.0000,100.4235,ms and sec explicitly named
DBDE,Scenario_5000,5000,1011,200,100,0,0.20,0.70,0.10,1723.1343,1723134.2857,258485.7417,257.3172,257317.1834,5000,8018,7005,1.0000,223.9535,ms and sec explicitly named
GO,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,2429.3086,2429308.5714,364407.7370,361.4839,361483.8843,5000,20019,3711,1.0000,345.3361,ms and sec explicitly named
DQN,Scenario_2000,2000,1023,0,0,200,0.20,0.70,0.10,617.3043,617304.2857,92603.2063,100.6923,100692.2933,2000,227628,0,1.0000,103.9104,ms and sec explicitly named
DQN,Scenario_500,500,1010,0,0,200,0.20,0.70,0.10,131.4299,131429.9101,19720.4615,26.7828,26782.7552,500,55832,3324,1.0000,30.6658,ms and sec explicitly named
DBDE,Scenario_5000,5000,1020,200,100,0,0.20,0.70,0.10,1427.7229,1427722.8571,214172.4334,249.8693,249869.2661,5000,10096,0,1.0000,225.7289,ms and sec explicitly named
DWOA,Scenario_5000,5000,1009,200,100,0,0.20,0.70,0.10,2055.2786,2055278.5714,308305.5048,315.5306,315530.5953,5000,11290,3721,1.0000,296.8069,ms and sec explicitly named
DBDE,Scenario_5000,5000,1012,200,100,0,0.20,0.70,0.10,1360.5014,1360501.4286,204088.3543,253.2891,253289.0776,5000,10124,0,1.0000,226.0294,ms and sec explicitly named
DQN,Scenario_2000,2000,1000,0,0,200,0.20,0.70,0.10,834.9829,834982.8571,125256.9455,110.7011,110701.0894,2000,217434,0,1.0000,117.0196,ms and sec explicitly named
DBDE,Scenario_5000,5000,1021,200,100,0,0.20,0.70,0.10,1303.5443,1303544.2857,195544.4016,248.0641,248064.1015,5000,10381,0,1.0000,225.4639,ms and sec explicitly named
DQN,Scenario_1000,1000,1000,0,0,200,0.20,0.70,0.10,428.9071,428907.1429,64343.2082,54.4484,54448.4314,1000,99679,0,1.0000,57.8011,ms and sec explicitly named
DWOA,Scenario_5000,5000,1010,200,100,0,0.20,0.70,0.10,1867.9814,1867981.4286,280206.7365,310.1394,310139.4049,5000,11075,0,1.0000,287.8133,ms and sec explicitly named
DBDE,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,1535.8929,1535892.8571,230398.3123,253.5525,253552.5323,5000,10864,0,1.0000,228.1854,ms and sec explicitly named
GO,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,2552.9186,2552918.5714,382947.9534,363.3278,363327.7824,5000,22443,0,1.0000,347.6179,ms and sec explicitly named
DBDE,Scenario_5000,5000,1022,200,100,0,0.20,0.70,0.10,1504.7586,1504758.5714,225727.3995,250.1543,250154.2832,5000,8968,0,1.0000,226.7515,ms and sec explicitly named
DBDE,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,1465.3414,1465341.4286,219817.3472,254.8267,254826.7483,5000,9853,0,1.0000,223.6282,ms and sec explicitly named
DWOA,Scenario_5000,5000,1011,200,100,0,0.20,0.70,0.10,1992.0471,1992047.1429,298818.6471,316.5692,316569.1841,5000,10315,0,1.0000,291.3044,ms and sec explicitly named
DBDE,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,1381.9029,1381902.8571,207300.0507,251.7183,251718.3375,5000,8631,7210,1.0000,224.5978,ms and sec explicitly named
DBDE,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,1424.7386,1424738.5714,213722.3080,251.4226,251422.6455,5000,9642,0,1.0000,224.7822,ms and sec explicitly named
DQN,Scenario_500,500,1021,0,0,200,0.20,0.70,0.10,237.3957,237395.7143,35615.7231,26.0869,26086.9481,500,57509,2695,1.0000,28.7957,ms and sec explicitly named
DWOA,Scenario_5000,5000,1012,200,100,0,0.20,0.70,0.10,2013.2843,2013284.2857,302002.3696,310.3965,310396.4731,5000,10698,0,1.0000,291.3455,ms and sec explicitly named
GO,Scenario_5000,5000,1025,200,100,0,0.20,0.70,0.10,2574.5700,2574570.0000,386197.1222,365.7705,365770.5253,5000,19446,0,1.0000,343.5506,ms and sec explicitly named
DBDE,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,1594.3829,1594382.8571,239172.2589,252.3806,252380.5798,5000,10260,0,1.0000,226.8669,ms and sec explicitly named
DWOA,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,1948.6157,1948615.7143,292302.1319,315.1955,315195.4661,5000,10102,5077,1.0000,294.7635,ms and sec explicitly named
