algorithm,scenario_name,num_cloudlets,seed,population,iterations,makespan_sec,total_energy_j,avg_waiting_sec,mapping_time_ms
DCOA-TS,Scenario_200,200,1019,500,10,26.3094,3949.7504,8.0828,117
PSO-SA,Scenario_200,200,1004,10,500,137.0857,20568.7671,14.2995,25
PSO-SA,Scenario_200,200,1014,50,20,106.0209,15909.0351,11.6134,2
DCOA-TS,Scenario_200,200,1012,24,50,25.2653,3793.8575,8.0502,15
DCOA-TS,Scenario_200,200,1019,24,20,26.9633,4047.9412,8.3778,7
DTSO-TS,Scenario_200,200,1000,100,10,64.8654,9734.3537,11.3435,6
PSO-SA,Scenario_200,200,1027,50,50,86.8513,13032.4483,12.7932,7
PSO-SA,Scenario_200,200,1026,50,20,83.5100,12531.1774,12.6390,3
DCOA-TS,Scenario_200,200,1009,24,50,27.1888,4081.7787,8.7378,10
PSO-SA,Scenario_200,200,1012,100,20,108.9127,16344.2399,12.1058,6
DTSO-TS,Scenario_200,200,1004,50,100,38.3171,5749.9863,12.5379,18
DCOA-TS,Scenario_200,200,1021,50,500,32.3145,4849.0133,12.0617,253
PSO-SA,Scenario_200,200,1023,24,100,71.2945,10698.5230,12.6055,7
DCOA-TS,Scenario_200,200,1020,50,20,25.7758,3869.8369,8.1465,11
DCOA-TS,Scenario_200,200,1008,100,50,31.3724,4708.8074,8.8326,43
PSO-SA,Scenario_200,200,1023,50,100,85.0643,12764.3691,11.9565,13
DTSO-TS,Scenario_200,200,1001,100,10,49.4200,7418.1537,8.5391,5
PSO-SA,Scenario_200,200,1026,10,50,138.0195,20708.4846,15.9242,1
PSO-SA,Scenario_200,200,1015,50,20,82.9882,12453.0658,12.3378,2
PSO-SA,Scenario_200,200,1005,10,50,87.8918,13189.4128,11.9349,2
PSO-SA,Scenario_200,200,1029,24,20,95.6670,14355.5393,11.1632,1
DCOA-TS,Scenario_200,200,1023,50,50,31.6049,4743.1792,10.3102,38
DCOA-TS,Scenario_200,200,1010,24,50,26.1694,3929.5568,7.9357,10
PSO-SA,Scenario_200,200,1028,50,50,85.0964,12769.9831,12.0123,6
PSO-SA,Scenario_200,200,1009,50,100,69.7486,10466.9146,11.4749,26
DCOA-TS,Scenario_200,200,1010,24,20,25.4338,3819.8178,7.7821,8
DCOA-TS,Scenario_200,200,1012,24,100,28.5853,4290.3907,8.8397,29
PSO-SA,Scenario_200,200,1013,100,20,61.5664,9239.7532,11.1409,5
DCOA-TS,Scenario_200,200,1006,500,20,27.7444,4164.8244,8.3462,201
DCOA-TS,Scenario_200,200,1027,500,20,27.9794,4199.8989,8.2404,111
DCOA-TS,Scenario_200,200,1021,50,20,26.5541,3986.4351,8.2494,11
DTSO-TS,Scenario_200,200,1002,50,500,66.6345,10041.5664,31.2891,97
DTSO-TS,Scenario_200,200,1005,50,100,48.5082,7278.6390,13.1726,18
DTSO-TS,Scenario_200,200,1020,500,20,34.9457,5246.4955,9.4867,46
PSO-SA,Scenario_200,200,1007,50,10,106.7100,16011.8740,14.4110,6
DCOA-TS,Scenario_200,200,1013,24,50,27.0936,4066.8965,9.0482,16
DTSO-TS,Scenario_200,200,1002,100,10,44.4946,6678.9794,9.1623,4
PSO-SA,Scenario_200,200,1010,10,50,92.3687,13860.7479,12.7955,2
DCOA-TS,Scenario_200,200,1015,10,500,30.8511,4630.6162,10.9164,73
DCOA-TS,Scenario_200,200,1010,24,500,31.1247,4670.9644,10.7540,82
PSO-SA,Scenario_200,200,1025,10,500,82.0729,12315.3122,14.1786,13
PSO-SA,Scenario_200,200,1016,50,20,113.0282,16961.0108,12.2701,3
PSO-SA,Scenario_200,200,1017,24,20,85.3243,12803.4124,12.1490,2
PSO-SA,Scenario_200,200,1024,50,100,76.7024,11510.3238,11.3136,13
DCOA-TS,Scenario_200,200,1011,24,50,28.8953,4337.3641,8.7134,9
PSO-SA,Scenario_200,200,1029,50,50,102.9024,15440.9667,13.3646,7
DTSO-TS,Scenario_200,200,1013,10,100,31.6580,4751.0037,10.0468,13
DCOA-TS,Scenario_200,200,1022,50,20,23.6422,3549.5493,7.8134,11
DTSO-TS,Scenario_200,200,1017,100,20,39.9711,6000.0264,8.1593,9
PSO-SA,Scenario_200,200,1014,100,20,68.3862,10262.6687,11.6486,5
PSO-SA,Scenario_200,200,1026,500,100,66.5589,9988.1282,12.2959,280
DCOA-TS,Scenario_200,200,1009,100,50,33.4991,5027.6888,9.3359,43
DTSO-TS,Scenario_200,200,1006,50,100,40.8560,6130.6369,12.0509,18
DTSO-TS,Scenario_200,200,1017,100,100,57.4345,8616.5137,21.6389,90
PSO-SA,Scenario_200,200,1011,10,50,103.0627,15464.7488,13.5969,2
PSO-SA,Scenario_200,200,1005,10,500,114.0484,17112.5080,15.7791,13
PSO-SA,Scenario_200,200,1027,50,20,79.4189,11917.7024,12.9101,3
PSO-SA,Scenario_200,200,1005,500,100,64.6058,9695.7061,10.9946,128
PSO-SA,Scenario_200,200,1017,50,20,102.5191,15382.6087,13.1722,3
PSO-SA,Scenario_200,200,1003,500,10,76.6927,11508.8597,11.3967,19
PSO-SA,Scenario_200,200,1024,24,100,85.8614,12884.4525,11.5591,7
DTSO-TS,Scenario_200,200,1018,100,20,30.4110,4565.8326,8.2306,7
DCOA-TS,Scenario_200,200,1011,24,20,27.5318,4132.5143,8.3524,6
DCOA-TS,Scenario_200,200,1023,50,20,26.7325,4012.3846,9.1681,10
DTSO-TS,Scenario_200,200,1021,500,20,27.4719,4124.9442,7.9841,43
PSO-SA,Scenario_200,200,1010,50,100,106.3870,15963.6677,12.8418,13
PSO-SA,Scenario_200,200,1008,50,10,96.6491,14502.7130,12.2393,2
PSO-SA,Scenario_200,200,1015,100,20,80.5245,12083.0065,11.8757,5
PSO-SA,Scenario_200,200,1000,50,100,93.7563,14068.3718,13.9103,13
PSO-SA,Scenario_200,200,1012,10,50,93.3381,14005.8223,11.5027,1
DCOA-TS,Scenario_200,200,1023,100,20,28.0380,4208.8530,8.4051,20
DTSO-TS,Scenario_200,200,1007,50,100,47.5903,7140.5206,14.1801,18
DCOA-TS,Scenario_200,200,1024,50,50,28.7794,4321.1881,8.2635,45
DCOA-TS,Scenario_200,200,1020,24,20,26.9715,4048.4999,8.3268,15
DCOA-TS,Scenario_200,200,1013,24,100,30.3716,4558.6088,10.0035,28
PSO-SA,Scenario_200,200,1006,10,50,116.1686,17430.8751,13.5752,1
DCOA-TS,Scenario_200,200,1014,24,50,28.4546,4270.9740,8.8308,17
DTSO-TS,Scenario_200,200,1019,100,20,31.3413,4704.2919,8.1970,8
PSO-SA,Scenario_200,200,1018,50,20,77.3329,11604.0998,14.4443,3
PSO-SA,Scenario_200,200,1006,10,500,116.5500,17488.4017,12.2641,13
DCOA-TS,Scenario_200,200,1024,50,20,26.7981,4023.8590,7.9490,10
PSO-SA,Scenario_200,200,1025,50,100,104.7882,15723.7159,12.5535,13
DCOA-TS,Scenario_200,200,1020,500,10,27.1350,4073.9567,8.1762,101
DCOA-TS,Scenario_200,200,1029,100,100,29.5482,4435.9421,9.5263,125
PSO-SA,Scenario_200,200,1018,24,20,68.4624,10273.6372,12.4317,1
DCOA-TS,Scenario_200,200,1029,10,50,26.2625,3942.7896,7.9233,5
PSO-SA,Scenario_200,200,1026,10,500,89.8781,13486.4995,14.2361,13
DCOA-TS,Scenario_200,200,1000,500,20,28.3329,4252.7468,8.6473,189
PSO-SA,Scenario_200,200,1016,100,20,82.9293,12444.8185,11.8850,6
DCOA-TS,Scenario_200,200,1021,24,20,28.0808,4214.9350,8.7138,13
PSO-SA,Scenario_200,200,1009,50,10,85.0679,12764.9196,13.0481,2
DCOA-TS,Scenario_200,200,1012,24,20,23.6470,3550.1355,7.8596,6
PSO-SA,Scenario_200,200,1013,10,50,96.1482,14427.1643,13.8334,2
DTSO-TS,Scenario_200,200,1003,50,500,66.0785,10012.9740,31.3934,215
PSO-SA,Scenario_200,200,1011,50,100,78.8536,11832.8529,12.8117,13
DTSO-TS,Scenario_200,200,1014,10,100,34.8148,5225.5957,9.0838,19
DTSO-TS,Scenario_200,200,1008,50,100,53.0532,7960.0354,15.6464,137
PSO-SA,Scenario_200,200,1028,50,20,106.7418,16017.0061,12.2925,3
DCOA-TS,Scenario_200,200,1025,50,50,28.9239,4341.2853,9.4751,146
PSO-SA,Scenario_200,200,1025,24,100,92.5982,13894.3593,13.0476,6
PSO-SA,Scenario_200,200,1019,50,20,78.2086,11735.6128,12.4347,3
PSO-SA,Scenario_200,200,1004,500,10,80.2400,12040.9360,11.1985,17
DCOA-TS,Scenario_200,200,1015,24,50,26.6657,4002.9907,9.1132,126
DCOA-TS,Scenario_200,200,1025,50,20,26.7294,4012.5449,8.6699,16
DCOA-TS,Scenario_200,200,1022,24,20,26.3422,3954.6252,8.3515,4
DCOA-TS,Scenario_200,200,1016,10,500,28.7208,4310.7360,9.9038,195
DCOA-TS,Scenario_200,200,1028,500,20,29.0936,4367.4486,8.4419,228
DTSO-TS,Scenario_200,200,1026,100,500,66.5921,10061.6618,31.2681,312
PSO-SA,Scenario_200,200,1007,10,500,98.4118,14766.3939,14.7283,12
DCOA-TS,Scenario_200,200,1000,10,100,27.3119,4099.4326,8.7470,9
PSO-SA,Scenario_200,200,1010,50,10,91.6500,13753.1034,12.4154,1
DTSO-TS,Scenario_200,200,1012,100,500,66.4654,10026.3558,31.2719,309
PSO-SA,Scenario_200,200,1017,100,20,108.9082,16342.3024,12.4272,5
PSO-SA,Scenario_200,200,1014,10,50,97.8357,14680.6653,11.7901,2
DCOA-TS,Scenario_200,200,1023,24,20,25.3991,3812.9264,8.3560,5
DCOA-TS,Scenario_200,200,1013,24,20,25.7721,3868.9529,8.1155,6
DCOA-TS,Scenario_200,200,1026,50,20,26.2970,3948.5205,7.9387,10
PSO-SA,Scenario_200,200,1019,24,20,83.8027,12575.6437,12.7022,2
PSO-SA,Scenario_200,200,1020,50,20,76.4824,11476.9570,11.9632,3
DCOA-TS,Scenario_200,200,1006,100,100,30.6688,4603.6419,9.7518,230
DCOA-TS,Scenario_200,200,1026,50,50,26.6209,3996.4592,8.2682,21
PSO-SA,Scenario_200,200,1026,50,100,72.0614,10814.0221,12.4424,26
DTSO-TS,Scenario_200,200,1009,50,100,40.8398,6128.1827,12.5182,23
DCOA-TS,Scenario_200,200,1011,24,500,35.8801,5384.3224,12.5908,243
DCOA-TS,Scenario_200,200,1024,100,20,26.3612,3958.4566,8.2725,149
DTSO-TS,Scenario_200,200,1015,10,100,48.4636,7272.8914,10.9532,4
PSO-SA,Scenario_200,200,1001,50,100,109.4214,16419.1144,11.7357,13
DTSO-TS,Scenario_200,200,1020,100,20,48.4575,7272.2547,8.7770,14
PSO-SA,Scenario_200,200,1011,50,10,102.5956,15395.0343,11.4160,2
PSO-SA,Scenario_200,200,1012,50,100,101.1027,15171.1112,14.4642,12
PSO-SA,Scenario_200,200,1022,10,20,117.1827,17582.8141,15.2515,1
DCOA-TS,Scenario_200,200,1016,24,50,26.7507,4015.6159,8.2045,13
DCOA-TS,Scenario_200,200,1027,50,20,24.4986,3678.4884,7.9582,11
DCOA-TS,Scenario_200,200,1001,10,100,29.1896,4381.9649,8.2076,12
PSO-SA,Scenario_200,200,1018,100,20,77.9786,11701.7703,11.1797,6
DCOA-TS,Scenario_200,200,1014,24,20,25.0658,3762.6580,8.2697,6
PSO-SA,Scenario_200,200,1026,24,100,69.5439,10436.8005,12.7008,7
PSO-SA,Scenario_200,200,1008,10,500,103.9019,15590.1253,13.7136,12
PSO-SA,Scenario_200,200,1015,10,50,102.4645,15374.6191,13.3322,2
PSO-SA,Scenario_200,200,1003,50,20,69.7719,10471.3737,10.8888,3
DCOA-TS,Scenario_200,200,1014,24,100,33.0249,4956.3356,9.9763,158
PSO-SA,Scenario_200,200,1023,500,10,78.3905,11763.2562,12.7408,18
DCOA-TS,Scenario_200,200,1007,500,20,27.4057,4113.9806,8.2094,282
DCOA-TS,Scenario_200,200,1027,50,50,24.5701,3688.5175,8.0153,21
DTSO-TS,Scenario_200,200,1022,500,20,27.7286,4162.6878,8.2492,192
DTSO-TS,Scenario_200,200,1010,50,100,38.6721,5802.8390,11.9274,19
PSO-SA,Scenario_200,200,1020,24,20,122.7540,18419.0455,12.4799,2
PSO-SA,Scenario_200,200,1012,50,10,74.0936,11118.6040,11.8983,1
DTSO-TS,Scenario_200,200,1003,10,100,38.3424,5754.9597,9.7434,4
DCOA-TS,Scenario_200,200,1028,50,20,30.6183,4595.7764,8.2580,11
PSO-SA,Scenario_200,200,1009,500,500,66.5343,9984.5076,11.6803,1280
DCOA-TS,Scenario_200,200,1021,500,10,28.0486,4212.1161,8.0669,88
PSO-SA,Scenario_200,200,1007,10,50,118.6371,17800.6481,15.1981,1
DCOA-TS,Scenario_200,200,1017,10,500,32.2112,4834.5874,11.6176,43
DTSO-TS,Scenario_200,200,1016,10,100,31.7106,4759.9134,8.6818,7
DCOA-TS,Scenario_200,200,1028,100,50,31.1580,4677.0081,9.4559,42
PSO-SA,Scenario_200,200,1027,50,100,81.6729,12255.8541,10.7539,13
DCOA-TS,Scenario_200,200,1017,24,50,29.6048,4444.1073,9.0529,11
DCOA-TS,Scenario_200,200,1002,10,100,25.9158,3890.3252,8.3112,7
PSO-SA,Scenario_200,200,1023,10,20,105.5535,15838.6510,12.9536,0
PSO-SA,Scenario_200,200,1027,10,500,113.6043,17046.0233,13.1185,32
DTSO-TS,Scenario_200,200,1023,50,50,35.5759,5339.1556,9.4599,14
PSO-SA,Scenario_200,200,1006,500,100,79.5340,11935.4590,11.6382,258
PSO-SA,Scenario_200,200,1027,500,100,70.0188,10507.8385,11.9128,267
PSO-SA,Scenario_200,200,1004,50,20,74.1667,11129.9487,12.6027,3
PSO-SA,Scenario_200,200,1016,10,50,73.1677,10979.4947,12.0808,1
DTSO-TS,Scenario_200,200,1004,50,500,66.3076,10047.6817,31.3507,105
DTSO-TS,Scenario_200,200,1021,100,20,31.0280,4658.3021,7.8366,11
DTSO-TS,Scenario_200,200,1004,10,100,34.5704,5188.2253,9.2011,3
DCOA-TS,Scenario_200,200,1029,50,20,24.7984,3722.7417,8.1949,12
PSO-SA,Scenario_200,200,1009,10,500,92.9365,13945.4534,12.8151,12
PSO-SA,Scenario_200,200,1023,10,100,115.1636,17280.5505,12.4762,3
PSO-SA,Scenario_200,200,1004,100,100,66.9357,10044.1204,12.9024,26
PSO-SA,Scenario_200,200,1013,50,10,83.9322,12594.9272,12.9746,2
DTSO-TS,Scenario_200,200,1011,50,100,46.2794,6943.7997,14.3219,23
PSO-SA,Scenario_200,200,1027,24,100,100.4786,15076.9531,12.6700,6
PSO-SA,Scenario_200,200,1005,50,20,77.4757,11626.6135,13.3815,3
PSO-SA,Scenario_200,200,1027,500,500,74.6368,11200.1948,11.1495,770
DCOA-TS,Scenario_200,200,1007,100,100,33.6514,5050.6821,10.5285,85
PSO-SA,Scenario_200,200,1002,50,100,104.1800,15631.8810,13.2942,29
PSO-SA,Scenario_200,200,1017,10,50,169.2329,25391.4287,18.5707,2
DCOA-TS,Scenario_200,200,1029,500,20,25.5748,3839.9458,8.1756,116
DCOA-TS,Scenario_200,200,1029,100,50,26.0924,3917.3189,8.6050,44
DCOA-TS,Scenario_200,200,1012,24,500,32.8529,4930.0204,11.9709,87
PSO-SA,Scenario_200,200,1014,50,10,84.2014,12635.2685,11.5013,2
PSO-SA,Scenario_200,200,1024,10,100,83.6543,12552.8539,13.5725,2
DCOA-TS,Scenario_200,200,1000,50,50,28.6635,4302.4757,9.1736,22
DCOA-TS,Scenario_200,200,1022,50,500,31.7982,4771.7989,12.2873,366
PSO-SA,Scenario_200,200,1010,10,500,113.2471,16993.6729,11.4693,13
DTSO-TS,Scenario_200,200,1012,50,100,47.5871,7140.3562,13.6565,20
DTSO-TS,Scenario_200,200,1005,10,100,34.5629,5187.7508,8.8344,6
PSO-SA,Scenario_200,200,1006,50,20,91.5900,13744.5499,11.9192,2
DTSO-TS,Scenario_200,200,1022,100,20,43.8867,6587.0446,9.3804,16
DCOA-TS,Scenario_200,200,1005,50,20,24.6067,3694.5328,7.6630,10
PSO-SA,Scenario_200,200,1005,100,100,92.6967,13910.3895,14.6368,25
DTSO-TS,Scenario_200,200,1017,10,100,36.3433,5453.9836,9.4439,4
DCOA-TS,Scenario_200,200,1003,10,100,26.7539,4015.6659,8.1149,9
PSO-SA,Scenario_200,200,1024,500,10,80.6029,12096.5410,9.6295,16
DCOA-TS,Scenario_200,200,1018,24,50,27.5862,4141.5579,8.3696,14
DCOA-TS,Scenario_200,200,1001,500,20,25.0014,3753.1765,8.0962,192
PSO-SA,Scenario_200,200,1015,50,10,96.4943,14480.0077,12.3292,1
PSO-SA,Scenario_200,200,1025,10,100,82.1214,12323.2238,12.1093,3
DCOA-TS,Scenario_200,200,1005,100,20,27.0930,4067.7938,8.0545,29
DTSO-TS,Scenario_200,200,1024,50,50,30.8614,4632.3118,9.2746,22
DCOA-TS,Scenario_200,200,1001,50,50,27.7298,4162.2266,8.5742,21
DCOA-TS,Scenario_200,200,1025,100,20,26.7363,4013.2134,8.7510,48
PSO-SA,Scenario_200,200,1007,50,20,98.0809,14717.3757,14.3497,3
DTSO-TS,Scenario_200,200,1013,50,100,33.6259,5046.2098,10.6321,17
PSO-SA,Scenario_200,200,1024,10,20,105.5477,15839.0420,11.8885,0
DCOA-TS,Scenario_200,200,1006,50,20,25.2655,3793.0721,8.3390,10
PSO-SA,Scenario_200,200,1011,10,500,99.9671,15001.0782,12.1018,13
DCOA-TS,Scenario_200,200,1018,10,500,31.2921,4696.4250,10.3712,43
DTSO-TS,Scenario_200,200,1005,50,500,66.5469,10083.9439,31.3201,94
DTSO-TS,Scenario_200,200,1006,10,100,36.5770,5490.7744,9.0807,4
DTSO-TS,Scenario_200,200,1027,100,500,66.8824,10071.7581,31.3083,193
PSO-SA,Scenario_200,200,1026,10,100,114.3771,17161.9519,14.0641,3
DCOA-TS,Scenario_200,200,1015,24,100,30.1727,4528.4723,10.0201,48
PSO-SA,Scenario_200,200,1028,50,100,98.0953,14719.3740,12.2064,13
PSO-SA,Scenario_200,200,1015,10,100,104.2327,15640.4544,12.5284,2
DTSO-TS,Scenario_200,200,1013,100,500,66.6164,10049.1340,31.2258,194
PSO-SA,Scenario_200,200,1008,50,20,76.6297,11499.0231,12.2871,2
PSO-SA,Scenario_200,200,1003,50,100,123.9471,18597.7523,11.5750,25
PSO-SA,Scenario_200,200,1006,100,100,74.1202,11123.2684,9.9471,26
PSO-SA,Scenario_200,200,1028,24,100,84.6045,12696.1476,12.1410,7
DCOA-TS,Scenario_200,200,1007,50,20,26.8169,4026.1382,7.7262,10
DTSO-TS,Scenario_200,200,1023,100,20,33.2778,4994.9997,9.0579,16
PSO-SA,Scenario_200,200,1019,24,500,86.5857,12993.5870,11.5248,31
DCOA-TS,Scenario_200,200,1008,100,100,33.6169,5045.2389,10.2759,79
DTSO-TS,Scenario_200,200,1014,50,100,45.8109,6873.7338,14.7781,17
DCOA-TS,Scenario_200,200,1022,500,10,25.2251,3786.5077,8.0336,113
DTSO-TS,Scenario_200,200,1018,10,100,31.2180,4684.9765,10.8183,6
PSO-SA,Scenario_200,200,1012,10,500,96.1842,14433.1334,13.6740,12
DCOA-TS,Scenario_200,200,1000,100,100,30.8238,4625.9703,9.9606,79
DCOA-TS,Scenario_200,200,1004,10,100,27.9356,4193.3258,8.7992,10
DCOA-TS,Scenario_200,200,1019,24,50,27.4039,4113.2506,8.7014,14
PSO-SA,Scenario_200,200,1007,500,100,74.7326,11214.9801,11.0635,128
DTSO-TS,Scenario_200,200,1007,10,100,38.5794,5789.5492,9.9543,6
DTSO-TS,Scenario_200,200,1025,50,50,33.1994,4982.2697,10.5468,20
PSO-SA,Scenario_200,200,1016,10,100,83.3627,12509.1980,12.6561,2
DCOA-TS,Scenario_200,200,1013,24,500,33.7064,5057.9727,12.5065,82
DCOA-TS,Scenario_200,200,1006,100,20,27.6110,4145.1145,8.3256,29
PSO-SA,Scenario_200,200,1027,10,100,164.0657,24615.9619,15.2976,3
DCOA-TS,Scenario_200,200,1026,100,20,27.5357,4135.2126,8.1588,31
PSO-SA,Scenario_200,200,1025,500,10,63.5304,9533.6533,11.4389,18
PSO-SA,Scenario_200,200,1025,10,20,108.1245,16224.4593,14.0042,0
DCOA-TS,Scenario_200,200,1016,24,100,28.7880,4320.8084,8.8203,24
PSO-SA,Scenario_200,200,1009,50,20,100.4011,15065.1441,14.7688,2
DCOA-TS,Scenario_200,200,1019,10,500,33.3275,5002.2021,11.1265,44
DCOA-TS,Scenario_200,200,1008,50,20,23.8454,3580.8622,7.9087,10
DCOA-TS,Scenario_200,200,1005,10,100,28.0901,4216.7495,8.6904,7
DTSO-TS,Scenario_200,200,1019,10,100,35.3324,5302.4200,9.6085,4
PSO-SA,Scenario_200,200,1028,500,100,80.2029,12036.2005,11.3054,142
DTSO-TS,Scenario_200,200,1008,10,100,46.3494,6955.2436,10.4371,4
PSO-SA,Scenario_200,200,1008,10,50,151.4529,22723.9705,14.7755,2
DCOA-TS,Scenario_200,200,1009,50,10,26.3267,3952.4168,7.9268,6
PSO-SA,Scenario_200,200,1029,24,100,111.0057,16656.3728,12.0699,6
PSO-SA,Scenario_200,200,1029,50,100,109.8029,16475.9707,12.4609,13
DTSO-TS,Scenario_200,200,1026,50,50,39.0527,5859.9887,11.9182,9
DCOA-TS,Scenario_200,200,1008,500,20,28.7367,4313.6043,8.6506,195
PSO-SA,Scenario_200,200,1026,10,20,68.1164,10222.5629,11.3879,1
DCOA-TS,Scenario_200,200,1019,24,10,26.3124,3950.6766,8.0700,3
DCOA-TS,Scenario_200,200,1007,100,20,26.4718,3974.2898,8.3542,20
DTSO-TS,Scenario_200,200,1009,10,100,43.0242,6456.3514,11.2505,4
DCOA-TS,Scenario_200,200,1027,100,20,26.1520,3926.3080,8.0202,21
DCOA-TS,Scenario_200,200,1006,10,100,24.4318,3668.3186,8.2554,6
DCOA-TS,Scenario_200,200,1029,24,50,26.8023,4023.0417,8.4263,9
DCOA-TS,Scenario_200,200,1010,50,10,24.1100,3620.7174,7.8322,6
DTSO-TS,Scenario_200,200,1023,500,20,44.3141,6650.0180,9.3331,191
PSO-SA,Scenario_200,200,1026,500,10,66.2454,9941.0041,12.4735,16
DTSO-TS,Scenario_200,200,1027,50,50,35.4448,5319.0962,9.8296,10
DTSO-TS,Scenario_200,200,1015,50,100,35.9065,5387.9461,12.6222,21
DCOA-TS,Scenario_200,200,1020,24,10,25.6265,3847.1622,8.1046,3
PSO-SA,Scenario_200,200,1027,10,20,117.3885,17613.9031,13.8785,1
DTSO-TS,Scenario_200,200,1010,10,100,33.4904,5026.0095,9.9300,3
DCOA-TS,Scenario_200,200,1020,10,500,30.6315,4597.0697,10.2749,30
DCOA-TS,Scenario_200,200,1007,10,100,27.8832,4184.9075,8.7662,6
DCOA-TS,Scenario_200,200,1011,50,10,24.7838,3720.9897,7.8836,7
DCOA-TS,Scenario_200,200,1023,500,10,25.8970,3887.7880,8.7603,68
PSO-SA,Scenario_200,200,1000,24,500,88.8174,13327.7273,11.8443,30
PSO-SA,Scenario_200,200,1007,100,100,108.9486,16348.4086,11.2624,26
DTSO-TS,Scenario_200,200,1024,100,20,38.5475,5787.1781,8.5883,16
DCOA-TS,Scenario_200,200,1009,500,100,31.0858,4665.5520,9.8033,683
DCOA-TS,Scenario_200,200,1009,50,20,24.5356,3683.6787,7.9453,13
DCOA-TS,Scenario_200,200,1008,100,20,28.3368,4253.1571,8.3541,20
PSO-SA,Scenario_200,200,1009,10,50,84.7091,12711.8643,12.1283,2
PSO-SA,Scenario_200,200,1017,10,100,110.4688,16575.8402,12.9572,2
PSO-SA,Scenario_200,200,1013,10,500,80.1157,12021.7607,12.0962,13
DCOA-TS,Scenario_200,200,1028,100,20,28.5348,4283.0026,8.3117,20
DCOA-TS,Scenario_200,200,1000,24,100,29.4624,4422.6680,9.4592,18
DCOA-TS,Scenario_200,200,1021,24,10,27.3513,4105.5465,8.3880,3
PSO-SA,Scenario_200,200,1028,10,100,124.9355,18746.4816,13.4707,3
PSO-SA,Scenario_200,200,1020,24,500,84.0600,12613.3284,14.0055,31
PSO-SA,Scenario_200,200,1010,50,20,103.5586,15539.2517,12.4289,2
PSO-SA,Scenario_200,200,1014,100,10,84.2682,12645.1512,12.4052,7
DTSO-TS,Scenario_200,200,1028,50,50,37.7424,5663.8577,10.4213,9
DCOA-TS,Scenario_200,200,1021,10,50,25.2537,3791.4173,7.8820,4
DTSO-TS,Scenario_200,200,1006,50,500,66.4483,9994.0211,31.3578,130
DCOA-TS,Scenario_200,200,1012,50,10,26.1141,3920.6172,7.9049,7
PSO-SA,Scenario_200,200,1028,10,20,132.3957,19864.5439,14.7457,1
PSO-SA,Scenario_200,200,1027,500,10,90.4027,13565.5443,12.5262,15
DCOA-TS,Scenario_200,200,1001,100,100,30.6751,4604.3735,9.7536,91
DCOA-TS,Scenario_200,200,1022,24,10,28.3891,4261.9978,8.3757,3
PSO-SA,Scenario_200,200,1000,50,500,79.2114,11886.7383,10.6612,63
DCOA-TS,Scenario_200,200,1022,10,50,24.9240,3741.9727,8.4609,3
DCOA-TS,Scenario_200,200,1021,10,500,31.2274,4686.7310,9.6815,31
DTSO-TS,Scenario_200,200,1016,50,100,34.3400,5152.9201,10.7724,26
DCOA-TS,Scenario_200,200,1010,50,20,24.3647,3658.5331,7.9099,10
DTSO-TS,Scenario_200,200,1029,50,50,41.8932,6287.0823,9.6826,9
DCOA-TS,Scenario_200,200,1013,50,10,28.5856,4290.8137,8.5848,6
DTSO-TS,Scenario_200,200,1016,50,500,66.4641,10003.5460,31.3293,91
DCOA-TS,Scenario_200,200,1001,24,100,25.8793,3884.9630,8.6176,17
PSO-SA,Scenario_200,200,1029,10,20,79.6707,11955.2463,14.4543,0
DCOA-TS,Scenario_200,200,1009,100,20,32.5245,4881.5795,8.6276,21
DCOA-TS,Scenario_200,200,1023,24,10,26.0024,3903.5045,8.1514,3
DCOA-TS,Scenario_200,200,1029,100,20,25.8456,3880.4830,8.1778,20
DCOA-TS,Scenario_200,200,1009,100,100,33.1720,4978.5390,10.3424,110
DCOA-TS,Scenario_200,200,1021,100,500,31.9771,4798.7006,12.1118,616
DCOA-TS,Scenario_200,200,1023,50,500,35.3917,5310.0015,14.5371,207
PSO-SA,Scenario_200,200,1018,10,100,88.5509,13287.3017,13.5438,3
PSO-SA,Scenario_200,200,1011,50,20,71.2729,10695.9419,11.0305,3
DCOA-TS,Scenario_200,200,1023,10,50,25.7372,3863.2287,8.2526,4
DCOA-TS,Scenario_200,200,1014,24,500,34.2943,5145.6940,13.4795,100
PSO-SA,Scenario_200,200,1001,24,500,77.7616,11669.3769,12.0266,30
PSO-SA,Scenario_200,200,1029,10,100,143.3114,21502.6307,15.7573,2
PSO-SA,Scenario_200,200,1014,10,500,70.2077,10535.3324,13.2171,13
PSO-SA,Scenario_200,200,1008,100,100,53.5725,8039.9640,10.9875,25
PSO-SA,Scenario_200,200,1028,500,10,83.4611,12524.0523,12.1909,15
DTSO-TS,Scenario_200,200,1020,50,100,47.8709,7182.6379,16.0298,27
DCOA-TS,Scenario_200,200,1011,50,20,26.4538,3971.6906,7.9376,12
DTSO-TS,Scenario_200,200,1025,100,20,32.4546,4871.9641,8.7692,11
DCOA-TS,Scenario_200,200,1014,50,10,24.0096,3605.0056,7.8384,6
DCOA-TS,Scenario_200,200,1000,100,500,33.1397,4972.6728,12.1346,420
DCOA-TS,Scenario_200,200,1024,24,10,28.8441,4330.0095,8.7992,3
PSO-SA,Scenario_200,200,1008,500,100,71.3311,10704.5461,10.7210,136
DCOA-TS,Scenario_200,200,1027,50,10,25.2833,3795.6873,7.8931,7
